Invoice Date,Serial (مسلسل),Code (الكود),Item Name (اسم الصنف),Quantity (الكمية),Unit Size (الوحدة),Public Price (سعر الجمهور),Discount % (الخصم %),Discount Val (الخصم ق),Unit Price (السعر),Total Amount (القيمة),Invoice Total (الإجمالي),Invoice Discount % (الخصم %),Invoice Discount Val (الخصم),Invoice Net (الصافي),Invoice Paid (المدفوع),Invoice Remaining (المتبقي),Client Balance (رصيد عميل),Current Balance (رصيد حالي),Net In Words (الصافي فقط),Brand,Category (inferred),Data Quality Status,Notes
2026-06-14 02:20 PM,5,3349,سوفاج داميش 682559,0,500,4700.0,15.0,705.0,3995.0,1997.5,8065.7,0.009,0.742,8065.0,6000.0,2065.0,5775.0,7840.0,فقط ثمانية الآف وخمسة وستون جنيه لا غير,,Oil/ml (B),Needs verification,"Sold in multiple volumes historically: [125, 500] ml - size is transaction-level, not fixed pack size"
2026-06-14 02:20 PM,6,3788,انفكتوس فيكتور اليكسر تكنوفلور 7884,0,250,4400.0,10.0,440.0,3960.0,990.0,8065.7,0.009,0.742,8065.0,6000.0,2065.0,5775.0,7840.0,فقط ثمانية الآف وخمسة وستون جنيه لا غير,,Oil/ml (B),Needs verification,"Sold in multiple volumes historically: [125, 250] ml - size is transaction-level, not fixed pack size"
2026-06-14 02:20 PM,7,1552,جيمي شو رجالى لوتس,0,125,4400.0,10.0,440.0,3960.0,495.0,8065.7,0.009,0.742,8065.0,6000.0,2065.0,5775.0,7840.0,فقط ثمانية الآف وخمسة وستون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-06-14 02:20 PM,8,1720,شانيل بلو رجالى ارماتيك 52875,0,125,5100.0,10.0,510.0,4590.0,573.75,8065.7,0.009,0.742,8065.0,6000.0,2065.0,5775.0,7840.0,فقط ثمانية الآف وخمسة وستون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-06-14 02:20 PM,9,3082,بخور انسام 5 ساعات,12,0,61.67,0.0,0.0,61.666,739.99,8065.7,0.009,0.742,8065.0,6000.0,2065.0,5775.0,7840.0,فقط ثمانية الآف وخمسة وستون جنيه لا غير,,Piece (A),Reasonably clear,
2026-06-14 02:20 PM,10,3107,بدى اسبلاش 250,5,0,145.0,0.0,0.0,145.0,725.0,8065.7,0.009,0.742,8065.0,6000.0,2065.0,5775.0,7840.0,فقط ثمانية الآف وخمسة وستون جنيه لا غير,,Piece (A),Reasonably clear,
2026-07-27 04:45 PM,1,1287,لاف اذ هيفن تكنوفلور 5931,0,125,4500.0,10.0,450.0,4050.0,506.25,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Needs verification,"Sold in multiple volumes historically: [125, 250] ml - size is transaction-level, not fixed pack size"
2026-07-27 04:45 PM,2,4366,بربرى هير لارين 9445,0,125,3450.0,10.0,345.0,3105.0,388.13,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,3,3064,لاف ايست بيل 2 داميش 682208,0,125,4260.0,10.0,426.0,3834.0,479.25,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Needs verification,"Sold in multiple volumes historically: [125, 250] ml - size is transaction-level, not fixed pack size"
2026-07-27 04:45 PM,4,1566,اوليمبيا لوتس,0,125,3950.0,10.0,395.0,3555.0,444.38,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,5,4339,يارا كندي لوزي,0,125,3500.0,3.0,105.0,3395.0,424.38,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,6,2117,انفكتس ديلبرج 8938,0,125,4465.0,10.0,447.0,4018.5,502.31,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Needs verification,"MULTIPLE NAMES FOR SAME CODE (2) - verify which is correct; Sold in multiple volumes historically: [125, 500] ml - size is transaction-level, not fixed pack size"
2026-07-27 04:45 PM,7,1551,الترامال رجالى لوتس,0,125,4275.0,10.0,428.0,3847.5,480.94,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,8,2972,سترونجر ويز يو لوتس,0,125,4450.0,10.0,445.0,4005.0,500.63,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Needs verification,"Sold in multiple volumes historically: [125, 250] ml - size is transaction-level, not fixed pack size"
2026-07-27 04:45 PM,9,1562,وان مليون لوتس,0,125,3950.0,10.0,395.0,3555.0,444.38,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,10,1612,لومال اليكسر داميش 83315,0,125,5050.0,10.0,505.0,4545.0,568.13,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Needs verification,MULTIPLE NAMES FOR SAME CODE (2) - verify which is correct
2026-07-27 04:45 PM,11,1518,لاكوست وايت لوزي,0,125,5150.0,3.0,155.0,4995.5,624.44,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,12,1140,ذاوان رجالى تكنوفلور 16727,0,50,3950.0,0.0,0.0,3950.0,197.5,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
2026-07-27 04:45 PM,13,3282,لاكوست اسنتشال داميش 682466,0,20,3990.0,0.0,0.0,3990.0,79.8,5640.5,0.009,0.489,5640.0,3800.0,1840.0,953.0,2793.0,فقط خمسة آلاف وستة مائة وأربعون جنيه لا غير,,Oil/ml (B),Reasonably clear,
